Ferrari;Purosangue;2022;ZOH281;Blanco
Mitsubishi;Colt;2000;WQW573;Azul
Toyota;T100;1995;RTE669;Amarillo
Mitsubishi;Carisma;1998;UEI882;Rojo
Mitsubishi;Lancer Evolution;2012;DCT599;Verde
Toyota;Supra;1989;WWL128;Azul
Mitsubishi;Galant;1969;MPA643;Morado
Ferrari;Enzo;2003;GUI946;Azul
Ferrari;275;1967;WZM528;Morado
Toyota;T100;1995;BNO989;Amarillo
Toyota;Supra;1991;VQI565;Burdeo
Mitsubishi;Lancer Evolution;2002;HEI861;Blanco
Honda;Civic Type-R;2007;ASP597;Rojo
Honda;FR-V;2004;PBS227;Amarillo
Honda;Jazz;2005;VUY389;Burdeo
Honda;Civic Type-R;2019;UXB149;Amarillo
Toyota;2000GT;1969;ZMH318;Azul
Ferrari;575M Maranello;2005;QXG689;Verde
Ferrari;275;1967;YRN862;Morado
Mitsubishi;Eclipse;1992;WBV224;Verde
Honda;Jazz;2017;NPF123;Burdeo
Honda;Vigor;1982;KZC531;Burdeo
Honda;CR-V;2001;AIF554;Burdeo
Toyota;Yaris;2018;LCB389;Azul
Toyota;Celica;1989;JQU916;Verde